"","R46G","G309S","S481Y","A583T","S25P","K102E","Q380K","G424D","W296A"
"HTB2",-0.782127219417028,-0.454974034041133,-0.311312773648279,-0.947907790117103,-0.73609738532064,-0.744585473898098,-0.484778560649616,-0.774697215036607,-0.887005707035154
"UTP20",0.29971204869943,0.422057809267237,0.2438399430287,0.123051734621413,0.330513766941174,0.0316734004829122,0.314865628762245,-0.0103230605690996,0.389020320063498
"YBL005W-A",-0.477470917245263,0.680798813268186,0.390032711486946,-0.215799174459288,-0.305699276614732,-0.442781122977525,0.178217313295924,-0.0354527671053262,1.52357656580129
"SLA1",-0.187778601621407,-0.0581280060734599,0.0109498658114369,-0.223820694514739,-0.391188595115977,-0.303094203914952,0.0224059206560838,-0.0973327415897955,-0.132849991372343
"FMT1",-0.948854882055109,-0.646481007360542,-0.512269313253874,-0.190526675521706,-0.0495571547801141,-0.690051713447982,-0.877423107786612,-0.577690715902186,-1.34638794782144
"ACH1",-0.740185755631018,0.276526849499525,0.342298732355005,-0.426118556724578,-0.254991175769074,-0.100492773126572,0.842058314288479,-0.0135157833013118,-1.09574460220369
"FUS3",0.7466682402689,-0.0381053424136653,0.42612953048376,0.983352163277573,-0.0760768285971842,0.24402476588206,0.431935491495882,-0.194455681566339,-0.204220071063464
"PEP1",-0.0935111640291701,0.218745826692711,-0.0402535915841966,0.183653029003757,0.349240121978895,0.331215276171761,-0.175844480609012,0.105751757470031,0.376327665553742
"PIM1",-0.290199788023727,0.15345112561242,0.0927217478075946,-0.233744236513814,0.255669381769462,0.417924754791581,-0.33297746565772,0.070992632427135,0.000346201055158701
"MCM2",0.00700681023403504,0.0355327291727434,-0.104209899644129,0.118775906565254,0.141643908988318,0.00567354531095532,0.234772736174765,0.0222097748592667,0.112515134718453
"NCL1",0.359517417008917,0.389845322634983,0.246990370232893,0.492796599882563,0.0899758974751563,-0.131822196882812,0.237208583220259,0.144995354962727,0.378788394879471
"LSM2",0.164580963649158,-0.0678671895906788,-0.730869820565708,-0.130493929513037,0.10653684098968,-0.153750315331791,-0.253108272286273,-0.323110415773709,-0.452608891226376
"RPL19B",0.0792826528583248,0.109842317323015,-0.122640008145297,-0.118773809831204,0.115408121692973,0.00719079512310117,0.0034140912501357,-0.110088278798628,0.12484003653686
"PET9",-0.806435791163182,0.555265223609648,0.707778599051139,-0.556342343149346,-0.0654600278969824,0.143032348403587,0.490890285908321,-0.205685361226386,-1.1974737971409
"HEK2",-0.263094713008314,-0.0165660500195806,-0.126911132082345,0.00248703596139421,-0.0295857097983827,-0.248279992058531,-0.00892061810165501,-0.0358823010250688,0.559110382052463
"RIB1",-0.309408593580795,-0.0369843659796203,0.197707707661905,-0.105718717695595,-0.142795581106547,-0.26623261932049,-0.323927096137364,0.237000359529929,0.203456077450319
"POL12",1.01141477904122,1.17070196384827,0.906601422263282,1.05406720301735,0.544360796873804,0.873183978773486,0.923698433839036,0.71434059033529,1.03334111688954
"YBL036C",0.120461588342792,-0.0343750744073184,0.0409415973659506,0.0612933981829613,0.0392116839980261,-0.0659393788845328,0.0517484299658157,0.0763880697167174,0.441198795519028
"URA7",0.292277798680225,0.637576846056795,0.513362993749357,0.375478040061889,0.234643675749943,0.0151166822412954,0.419500093852914,0.133827546560042,0.945744462284321
"PRE7",0.119736876703232,-0.24684057509462,-0.335496392386606,-0.222253090546054,-0.0567710881109882,-0.0466139397609737,-0.242594800742069,-0.0972683332140463,-0.315877107755849
"COR1",-0.0744004724091951,0.581811222286653,0.242541827583597,0.176314891982493,-0.367847525329633,-0.102381814312139,-1.27391121478549,0.0962351983768066,-0.489222980400093
"EDE1",-0.183837903644886,0.0543399546293237,0.110430129698376,-0.0121265361537972,0.0636888365601607,0.183085876883496,-0.156830185899825,0.0691472501199009,-0.0411497995046588
"SEC17",-0.375909825866067,-0.262981818015081,-0.086214443024403,-0.625573596567833,-0.311458303575119,-0.307622038404457,-0.826784080059646,-0.219264001787931,-0.750599448668961
"PIN4",-0.420105983512375,0.289914759631582,-0.0152874825880502,-0.0142871330689296,0.339091460555618,0.867747517191471,-0.197321404416222,0.777221587095767,1.01322584389685
"TOD6",1.91140121322682,1.95467180055144,1.86917369883574,0.69682595809083,0.696889853122073,-0.146563006673798,1.17188587277352,-0.121209650222777,3.36600749621133
"YBL055C",0.0404236969901888,-0.380340299054645,-0.317934983273425,-0.0421177810387761,-0.130470631632956,-0.193689748813284,-0.0572025130012612,0.0157138268271559,-0.0529100296175535
"PTC3",-0.0349607251717963,-0.0700411760525874,-0.163176946095856,0.119687406370204,0.0376343874290299,-0.0351981310855223,-0.195257189041971,0.0115300205015636,-0.18976323672349
"SHP1",-0.339809590539037,-0.0134159275186683,-0.25517392147496,-0.423621666159789,-0.153635509039983,-0.469925651895508,-0.284145708489511,-0.511814513137981,-0.23242156485928
"CMC2",-0.183009674744799,-0.259927988508387,-0.262139893292858,-0.122562897363036,0.3909427547894,-0.128688159544229,-0.329638885230885,0.115656395096828,0.322754757249868
"PRX1",-0.655621416588716,-0.161463641352231,0.0226601069843433,-0.391550123576927,-0.467751252222961,-0.297541937598535,-0.363208239922461,-0.334109378406076,-2.19126452544688
"PRS4",0.446224233820065,0.468382322014893,0.180298212797439,0.335004933231318,0.254072717880454,-0.0052108519532581,0.649760694024586,0.056521023838922,0.598239081187359
"AST1",-0.312804228042413,0.507477405783224,0.0642189608125747,0.324434985353793,-0.105888613909961,0.407078680718705,-0.443757530199051,-0.137474745859475,-0.379113825910395
"RPS8A",-0.041964656257214,0.061845838238419,0.122849434091329,0.0357699383970385,-0.0167412882954068,-0.140410765714783,-0.0231659783291107,-0.0212176789210758,0.0418736586888642
"SSA3",-0.547770075525875,-0.494685326925715,-0.285613301981098,-0.284811260894905,-0.626690669481594,-0.349755319591182,-0.404180884373762,-0.188503506762647,-2.15561708819396
"ILS1",0.218276121847584,-0.0878147161036438,-0.120985056554495,0.137620529266492,0.22938946143876,0.107323555900493,0.0196411726332926,0.0125971236026103,0.00821444023925011
"RPL23A",0.107098705966713,0.347748873308966,0.150415956142353,0.103186868772944,-0.054976332527346,-0.0696561253477483,0.145613223289203,0.0176140664686599,0.271676527029811
"MRP21",-0.897282744048024,-0.155158433812417,0.630806626806461,-0.496490743152499,-0.095730770746286,0.195238885752492,2.59720051605808,0.0373564511830509,0.123158248364213
"MAP2",-0.0857690895467691,-0.252591892762116,-0.429670397612739,-0.254478016483827,0.0113290623773601,-0.458931140259793,-0.109483952519629,-0.342746216983809,-0.023993028717296
"RPL32",0.0786872536850041,0.423448218810112,0.201475395192293,0.127040152706982,0.0203725471217631,-0.0672809238851144,0.103026595280063,0.0512164718746497,0.50802527603468
"ATP1",-0.807460020293039,0.387908967046553,0.231332429907251,-0.382280146046661,-0.374557716510772,-0.206517382292159,-1.01990374764069,-0.132783088140865,-1.17123120808137
"ECM21",-0.571433525392134,-0.0631772202761773,-0.0840846565640234,-0.21903001047302,-0.208860618893109,-0.571858701046501,-0.434697668844819,-0.25707625615334,-1.36833399425411
"SFT2",-0.228344835001845,0.0761099144607016,0.0342701183091023,-0.0524325567042752,-0.172471925154106,-0.00768524320898933,-0.398604796432707,0.0167419967001941,-0.379514711529257
"SEA4",1.32596161381502,0.328078962038408,0.354686236798809,0.199103184873533,0.379473671569247,0.0527470161412467,1.01533416803363,-0.0346031919490848,1.06010040896588
"PKC1",1.48774986670704,0.998300229119831,0.643266388054982,1.29937384324611,-0.339212143052844,1.26268302796557,0.56090043536275,0.328424128732816,-0.118335318984716
"MIX23",-0.334122603034373,-0.699568994715097,-0.689876504742937,-0.338049926494598,-0.328302063845737,0.0916936522917311,-1.21092328969726,-0.174675665133513,-0.736367670591587
"COQ1",-0.625887404299288,0.531986058460522,0.237689206125403,-0.342572630806007,0.226809384418587,0.136094405024764,0.0679036110445956,-0.394685435090711,-0.649525193201857
"UGA2",-1.0053888015417,-0.612531923960368,-0.401362318834245,-0.396430618830813,-0.707153514124897,-0.418759157297476,-1.45873150547192,-0.101919347708129,-1.74100373066263
"HHF1",-0.963792633538638,0.0530560306066157,0.376036086963133,-0.425759307067509,-0.989556415963158,-0.949468391455259,-0.419019097666702,-0.237196656282364,-0.420244194665749
"IPP1",-0.19876043876291,-0.746523236684205,-0.430976899134819,-0.22978921141523,-0.011028656699267,0.0848494476418793,-0.0433227209896074,0.0125551824512726,-0.245813917039051
"MNN2",0.0396415682800608,0.359811913309919,0.0364327389971848,-0.00749621504400722,0.106078580848273,0.344814780517602,0.064998701035865,0.115568381671483,-0.347511942884299
"KAP104",0.476037724715692,0.456754529645998,0.154292454604718,0.426612827317424,0.195730116125951,0.0333688284347105,0.461031604423148,0.0493430844415776,0.687185580157351
"POA1",0.324226632573264,-0.185715453476909,-0.216999796573564,0.0639858844891457,-0.69159096694251,0.397754071733999,-0.773555195155378,-0.0406823434147938,-0.274179543918226
"CHS3",0.519930890567707,-0.0534613111457958,0.195080114421934,-0.00378169520131877,0.147491353646046,0.615233256585206,0.528673966173155,-0.14819649689403,-0.318413625198016
"OLA1",-0.118337486370784,-0.05265184611536,-0.184269444342952,-0.27623991060468,-0.19491476482581,-0.221262463470737,0.00615385590830186,-0.100823426225851,0.264922737457297
"ETR1",-0.791748373527206,-0.476927391381157,-0.156793324006664,-0.514422876983822,-0.747237170493783,-0.322674477378118,-0.578599269200531,-0.318130029217052,-2.09424795269404
"RKM3",0.587744474813444,0.734190993767367,0.588626261396463,0.0687026924360623,-0.0121812884479695,-0.436323937546252,0.515586524902677,0.108701334926451,0.580355460187516
"RPL4A",0.209952921952503,0.598825606418952,0.494176853615837,0.241417533944563,0.195225658878581,-0.0447183440518444,0.374287976779499,0.120837446822325,0.795678776953427
"HMT1",0.541220038043161,0.698943175942635,0.583104740449478,0.64401079386186,0.367510068547787,0.358353857498528,0.051689911731664,0.246988171719845,0.211442737646227
"PDX3",-0.173105674835174,-0.304011099085667,-0.323246224309848,-0.00717803363043146,-0.160122392895726,-0.212546823462187,-0.216803117328077,-0.153107158199042,-0.529562423706651
"ATP3",-0.993294633773797,0.231597148591234,0.250099167979588,-0.564861208661334,-0.402860288011293,-0.190274966707999,-0.824575295759665,0.0201894986251006,-1.01124636835261
"TCM62",-0.308187528078285,0.589025542249985,-0.0861051795558794,-0.30796000492575,0.217708050378089,0.119348510651967,-0.329533075198974,0.00246711888324214,0.152884939729812
"ZTA1",-0.150588593785585,-0.251015361997158,-0.13756069887183,0.0136830326340025,-0.465714789070482,-0.421056421424964,-0.951718385909146,-0.261855158507213,-1.34460807143151
"RPS11B",-0.0290791939153721,0.0955691883659782,-0.0488467750817421,-0.0402517750219928,-0.0756878720327663,-0.139213143274418,-0.0173308374924588,-0.0927005650401469,0.127006908772898
"REB1",-0.24941199390496,-1.00789885723147,0.0624190738199495,-0.942467781170897,-0.356692137048192,-0.796675554399741,-0.613877066757798,-0.059718635295102,-0.139296137719587
"YBR053C",-0.605054185965528,-0.817021905206147,-0.120741340376615,-0.549390282892045,-0.569509278408749,-0.0986773871149929,-0.527501837304893,3.29945819288469e-06,-1.44778584959703
"YBR056W",-0.53466082789042,-0.2606796092435,-0.122088325646658,-0.55705692510687,-0.374475005830245,-0.317555544002424,-0.443661905512055,-0.41474813391882,-1.19921611868579
"UBP14",0.0180709225741893,0.0223244953978359,-0.11864431918697,0.0929757302346985,0.0338420100974339,-0.174707556474988,-0.235433243510943,0.0531432734180974,0.153721547419561
"AKL1",0.382038925817788,-0.256022255809633,-0.217626095831598,0.063520449085253,-0.234916182242657,0.170231598088598,0.0762136355062779,0.376355795022192,0.156996144756107
"HSP26",0.00916329547336403,4.74948221679667,3.51646676232025,0.664798202786457,-0.0133465365170125,-0.0566660046916461,-0.760950562626281,-0.0836987745273561,-0.767517545493529
"RDH54",-0.359538254556245,-0.0624187517563541,0.789990592644195,0.459440474838239,0.285039343367007,0.627000321374155,0.726431944248802,-0.157474302625136,0.573728662263605
"ECM33",-0.0090574349773469,-0.00859528213312544,-0.333175092747776,-0.0709541870859667,-0.304370490327194,-0.251464579149843,-0.171665478048332,-0.262502917028264,-0.385877415778115
"RPG1",0.535795101071379,0.492171303140672,0.315425275283708,0.341789983875746,0.224969268754208,0.0630798857821731,0.313751762596926,0.0858801059242573,0.634900700735503
"SEC18",-0.0888938043715157,-0.0333787379072454,-0.139103374608556,-0.0973414894065741,-0.103183794646103,-0.0426914021831735,-0.209912499155905,0.030953873150473,-0.0699853041378589
"UBC4",0.816383586805024,2.13046730139457,2.59533701966438,2.80053847337964,2.16972137756926,3.65099439205435,3.11005410838295,3.29968966695231,3.50544664962843
"RPL19A",0.0792826528583248,0.109842317323015,-0.122640008145297,-0.118773809831204,0.115408121692973,0.00719079512310117,0.0034140912501357,-0.110088278798628,0.12484003653686
"MIS1",0.419657965493219,0.441075817986444,0.403307072476878,0.235050706091151,0.383710967963204,0.0996107337313532,1.0472614595442,0.0450458894521475,1.00193796149837
"YBR085C-A",-1.09792985866749,-0.889448393596041,-0.405525606754718,-1.0232611276106,-0.705151300515528,-0.276737805621753,-0.304099780888802,-0.0370027564946298,-1.48345782029839
"AAC3",-0.828764453957149,0.293735442888064,0.712705938153231,-0.523456640122784,-0.209256848145873,0.00879926477446347,0.420622030680796,-0.17348150195512,-0.914447191595592
"IST2",-0.443588252126961,-0.0909319539430058,0.286134470897785,-0.182755689510824,-0.386160576165665,-0.0701092169430559,-0.950294304636895,-0.796309498100356,-1.40011659234498
"RFC5",-0.0633342757081401,-0.420427174071332,-0.250185119265357,-0.565887854225593,-0.228224829250639,-0.131380352285444,-0.0773045706604307,-0.375556660942856,-0.376456215677759
"POL30",0.0833136609766996,0.130087312588252,0.0370947908730273,0.0591146936715781,0.0982032905038608,0.0431452917410233,-0.0979782416626094,0.0491085347064413,-0.160137534424369
"NHP6B",0.560481904510961,0.0783491265649019,0.919173244797665,0.349573876643305,-0.0137617343106164,-0.000146476021530617,0.122862547842022,0.828581572883071,-0.279014247903088
"PHO5",-0.645739317547349,-1.29116023732412,-0.0134288431710026,-0.195423557815076,1.23552520683631,1.35908267034096,0.491556709283383,0.761623659932877,2.47511932611057
"PBY1",0.119213211639185,0.375667414284855,0.0650510103965303,-0.0372835276328445,0.268712204955079,0.167127304244072,-0.0852460488744953,-0.0817751898559145,-0.409345406180766
"YBR096W",0.398614047845598,0.370600657765898,2.63207246058272,-0.455358642309932,-0.103953348041323,-0.978452208551989,2.52444828972708,1.31516540048997,-0.65275557772468
"FES1",-0.322609700929359,-0.354250118906752,-0.673615745691247,-0.481241373166522,-0.240023559187517,-0.591131127442324,0.117413664741562,-0.404048209701472,0.503173226572351
"EXO84",1.435184285085,0.395098972721616,0.0253915982070758,1.70733427408824,-0.322698973196076,1.10842385640709,1.261903910494,0.440379676921783,0.276903229434165
"SIF2",-0.0154764145906015,-0.525403279945262,-0.313887392245817,-0.331932275350262,-0.21287438330749,-0.18504519917791,0.0791336089000474,-0.301145553262703,-0.706341190284085
"PHO88",-0.0276286741529859,-0.0231088279147293,-0.191574016838533,-0.163916215752433,0.298099080961098,0.0988650215626983,-0.0423715804583189,-0.235607530556557,0.134004012883882
"AIM3",-0.45471910173357,-0.60791754154285,-0.439422943068134,-0.326798251411567,-0.397606785494176,-0.0220822694127882,-0.331333240309554,0.103836318608025,-0.385939715414626
"CMD1",-0.0730816904008371,-0.289216747790341,-0.253405709783237,-0.240884782635845,0.0113851195717487,0.131878687044612,-0.186956410013877,0.316374537409516,-0.113933951086764
"YSA1",-0.611711622918051,-0.396619295551545,-0.328169714100884,-0.308636987065007,-0.410281299817598,-0.301153657481589,-0.440054140294997,-0.225979617319616,-0.777007673331461
"CYC8",0.154903160875932,0.533327366738725,0.274348954313648,0.0849379396456662,0.142641054468179,0.0268914734705703,0.272089193725311,0.175186653866451,0.399832609691785
"TKL2",-1.06650841448214,0.0618157387070291,-0.149231855658304,-0.282653054257327,-0.609544133493429,-0.658711424653955,0.42301802231432,-0.30842119307534,-4.73180315305352
"CBP6",-1.12549810254567,0.206303972869797,-0.32483322118382,-0.429184362448428,-0.425272624625752,-0.266187251845849,-2.45923906163734,-0.209485157828457,-0.709534747967631
"GRS1",-0.0639220965330907,-0.0131400716348189,-0.0378894680637494,0.0843225759820392,0.141434148251239,0.0980617420215921,-0.0859041896997645,0.130920131761428,0.193767155289763
"MRPL36",-0.45666759435511,0.28012542959506,0.258835893966278,-0.25269640776057,0.21614393447582,0.219568911073978,0.411150096603876,0.00883156947402242,-0.0121616077689346
"PTC4",-0.397077938144779,-0.687175267890179,-0.168780711383658,-0.285266346955183,-1.14677670591803,0.037627244791878,0.375768752163999,0.435617909977807,0.849909038602181
"TPS1",-0.908331532428932,0.301587590172943,0.407316106353122,-0.306831463688336,-0.320805868821864,-0.226349050848352,-0.755715244937619,-0.148690644608823,-2.21068969999156
"VMA2",-0.174317099610661,-0.393395514186309,-0.170099834582579,-0.077163230792241,-0.111160303115984,0.0894955209663522,-0.208699066270256,0.0481311685283323,-0.357560377732568
"OPY1",-1.07199290473108,-0.990465965682695,0.17702437475884,0.033167166895872,-0.860659168573672,-0.425484917025255,-0.340329810330154,0.329324935024623,-0.219507042734691
"SHE3",-0.0798723814728994,-0.0582156302505403,-0.454960711599274,-0.0995346242205599,-0.073532909021484,-0.27366384125882,-0.166965049442766,-0.0523987185885915,0.312976226283968
"HSL7",0.638224582665892,0.553875282489944,0.388970968304509,0.540183068005884,0.396278903310098,0.263922097857552,0.17665849606524,0.117089503151639,0.0963648681479725
"CKS1",-0.117363678284391,-0.341110762159492,0.00881419037192543,0.0448177186566134,0.259079029653076,0.185845075594845,-0.179992528598941,0.189390026970717,-0.15824886228194
"YBR139W",-0.869740552206981,-0.697484992980929,-0.854704384324407,-0.797911210411893,-0.416865284093042,-0.589996686027177,-0.805372781187572,-0.58675861601472,-1.29820288073587
"IRA1",-0.342079195640078,-0.229939454237577,0.113400051329926,-0.762415833596961,-0.401410905265426,0.0315109078119171,-0.626410526053071,-0.311224203088571,-0.187476247157512
"MAK5",0.667660991051758,0.816369288384699,1.01887997833778,0.089815471464803,0.463230188843188,0.228322162737541,1.86000158848669,0.183692773333043,2.4664482857755
"SUP45",0.343430033479446,0.501725731753492,0.383812876822066,0.315074548600553,0.258945681441944,0.333877432180998,0.347247619996395,0.228075010360595,0.312763272482158
"ADH5",-0.272325101515097,-1.8549648211973,-1.32214971578071,-0.159140919256046,-0.814282723974728,-0.0377443083572544,-1.18076889102036,0.14608016137711,0.0489166381502031
"MRPS9",-0.626013269068743,-0.00342837780425498,0.171491410050393,-0.626680209015834,0.156389787299531,0.0107025009252339,1.3060370664002,-0.304411450097653,-0.0479569734811456
"ARA1",-0.758596526925924,-0.0096319119843038,0.211342577014541,-0.422001543011433,-0.526255535780258,-0.279908926194668,-0.617607293542395,-0.170881461146752,-1.96554890290909
"APD1",-0.268252436650247,-0.400595132919882,-0.266944842913379,-0.249840907082184,-0.011125810410924,-0.0720037182738622,-0.493014312041108,-0.034245495477716,-0.654818969802374
"RIB7",0.674749577458151,0.958520100683732,0.599548411342173,-0.352048560576016,-0.411202570663367,-0.516343079056455,-0.00872443135374468,0.374785424329666,-0.0469112675843348
"RPB5",-0.0053570677421888,-0.0148272679556705,-0.135773098072381,0.0356483638493934,0.138927475793221,0.0251748726844809,0.197274117972846,-0.0135635431074199,0.0784349232957986
"CNS1",0.185942969999118,0.0261086972476896,0.119761488203402,0.324649816579878,0.26248738684529,-0.049732360063544,0.0165967405502911,0.140354889447799,1.49728026844244
"IFA38",-0.0488822875431083,0.155948497003205,0.233051280632328,-0.159941945750216,0.123020661650234,0.163445165902175,0.125785158444799,-0.00647452384689018,-0.600610130256335
"CDC28",0.948209283569298,1.35813373830801,0.304980701717639,0.52104219301533,0.651306682442389,0.532415011732954,0.277899485759892,0.19693325350168,-0.910990256798502
"TOS1",0.0705139818766156,-0.458555006425023,-0.287151449556248,0.173050218943914,0.0971949194190422,0.799884481059841,-0.018643414387661,0.170933446813031,0.318155954675209
"ARL1",0.207168687315519,0.125396395129659,0.150792889025404,0.165036738765245,-0.0460137427304019,0.198617550293697,0.349036868619589,0.126577573592201,0.0764545219778903
"TYR1",0.346470496002187,-0.129290397793145,-0.0261358759542176,0.492710790277144,0.0641395727239278,0.102825306126718,0.292577780106647,0.115136042631693,-1.31263435989747
"SSE2",-0.787100964300091,-0.813846761232018,-0.503205864696803,-0.833294906560017,-0.690987330514769,-0.644757842962953,-0.390605330839215,-0.450221154694823,-1.00762146552364
"NPL4",-0.268507813169538,-0.35524601134717,-0.681240181244494,-0.441535643368582,-0.237266527429899,-0.367368019330438,-0.212361908168155,-0.218281212115905,-0.648631153114756
"SMY2",0.086714895364377,0.372958867643689,0.0669196042156059,0.278322566306979,0.273493275903867,-0.0429688722698849,0.0694597439366262,0.14080989198202,0.0360178895849934
"ECM31",-0.134191561478932,0.0877832265761853,-0.0639099052800205,-0.135098089632557,-0.0226338671482331,-0.198856455296085,0.164988439664896,-0.148462592642627,-0.207424633891986
"EHT1",-0.944299751522738,-0.593700238492389,-1.16490748802988,-0.616539973834396,-1.28446281059127,-1.00323582267009,-1.4195510008323,-0.702725436691434,-2.12771795877428
"RPS6B",0.154885345193222,0.270355332006641,0.263891570201647,0.233400426523179,-0.0705682224830184,-0.059848529177664,0.0790410400597636,0.0268832431654715,0.066616543701798
"RPS9B",-0.0257462281183436,0.141847556175314,0.00322982192403032,-0.0320800451075556,-0.000719182842615851,-0.10328876511668,-0.0630763909464918,-0.039704301547367,0.0319407977513961
"RPL21A",0.843589500264958,0.230684404980472,-0.369811377290837,0.805387022217715,-0.0786401752259245,0.678785856382856,0.473897384439873,-0.102650154472315,0.703859402040379
"PGI1",0.22985733993648,-0.0814345027757284,-0.122978233938099,0.252584650098136,0.277704955963024,0.195757520024827,-0.561807202960871,0.143315345481525,-0.495952500784249
